time,lat,lon,速度,方向,type
2020-10-09 20:40:00,30.10216666666667,122.93813888888891,6.3,76.0,围网
2020-10-09 20:50:00,30.10916666666667,122.95669444444444,5.7,78.0,围网
2020-10-09 21:00:00,30.113916666666668,122.97708333333333,7.8,86.0,围网
2020-10-09 21:10:00,30.104388888888888,122.99505555555557,8.2,106.0,围网
2020-10-09 21:20:00,30.10736111111111,123.01663888888888,7.9,70.0,围网
2020-10-09 21:30:00,30.11216666666667,123.03825,6.2,81.0,围网
2020-10-09 21:40:00,30.11719444444445,123.05963888888888,7.3,83.0,围网
2020-10-09 21:50:00,30.12211111111111,123.08116666666668,7.2,74.0,围网
2020-10-09 22:00:00,30.126041666666666,123.09806944444445,6.925000000000001,79.25,围网
2020-10-09 22:10:00,30.129972222222225,123.11497222222222,6.65,84.5,围网
2020-10-09 22:20:00,30.13105555555556,123.13802777777778,6.8,253.0,围网
2020-10-09 22:30:00,30.138527777777767,123.15238888888894,7.6,77.0,围网
2020-10-09 22:40:00,30.142722222222236,123.17427777777776,7.1,85.0,围网
2020-10-09 22:50:00,30.14822222222222,123.19558333333332,6.1,75.0,围网
2020-10-09 23:00:00,30.154888888888888,123.21661111111106,7.5,78.0,围网
2020-10-09 23:10:00,30.159111111111116,123.23883333333332,7.4,64.0,围网
2020-10-09 23:20:00,30.16411111111111,123.26072222222224,6.3,65.0,围网
2020-10-09 23:30:00,30.171138888888887,123.28211111111112,6.1,53.0,围网
2020-10-09 23:40:00,30.17663888888889,123.30383333333332,7.6,75.0,围网
2020-10-09 23:50:00,30.18197222222223,123.32577777777776,7.4,73.0,围网
2020-10-10 00:00:00,30.18727777777777,123.34863888888889,7.3,69.0,围网
2020-10-10 00:10:00,30.19236111111111,123.37152777777776,8.1,78.0,围网
2020-10-10 00:20:00,30.198,123.39369444444444,7.2,70.0,围网
2020-10-10 00:30:00,30.20380555555556,123.41619444444444,7.8,73.0,围网
2020-10-10 00:40:00,30.209,123.43891666666669,6.5,77.0,围网
2020-10-10 00:50:00,30.214388888888887,123.46130555555555,5.7,66.0,围网
2020-10-10 01:00:00,30.21933333333333,123.48355555555555,5.9,68.0,围网
2020-10-10 01:10:00,30.22475,123.507,8.0,74.0,围网
2020-10-10 01:20:00,30.230777777777767,123.5300277777778,7.5,70.0,围网
2020-10-10 01:30:00,30.238083333333336,123.55280555555557,7.3,83.0,围网
2020-10-10 01:40:00,30.244055555555555,123.5764722222222,7.5,74.0,围网
2020-10-10 01:50:00,30.249458333333333,123.59365277777775,7.625,71.0,围网
2020-10-10 02:00:00,30.25486111111111,123.61083333333332,7.75,68.0,围网
2020-10-10 02:10:00,30.270111111111117,123.64213888888894,6.8,57.0,围网
2020-10-10 02:20:00,30.28125,123.66230555555556,7.5,62.0,围网
2020-10-10 02:30:00,30.292,123.68294444444444,8.6,51.0,围网
2020-10-10 02:40:00,30.303166666666662,123.70352777777778,7.5,61.0,围网
2020-10-10 02:50:00,30.314222222222234,123.72369444444443,7.3,54.0,围网
2020-10-10 03:00:00,30.32461111111111,123.74397222222224,7.9,47.0,围网
2020-10-10 03:10:00,30.33633333333333,123.76308333333331,7.9,63.0,围网
2020-10-10 03:20:00,30.34708333333333,123.78344444444444,7.0,67.0,围网
2020-10-10 03:30:00,30.35791666666667,123.80397222222224,8.1,66.0,围网
2020-10-10 03:40:00,30.36883333333333,123.82430555555555,4.0,49.0,围网
2020-10-10 03:50:00,30.38152777777777,123.84297222222222,7.1,50.0,围网
2020-10-10 04:00:00,30.392194444444453,123.86383333333332,6.9,67.0,围网
2020-10-10 04:10:00,30.40325,123.88450000000002,8.2,59.0,围网
2020-10-10 04:20:00,30.413888888888888,123.90458333333332,7.9,61.0,围网
2020-10-10 04:30:00,30.42458333333333,123.92488888888892,8.7,55.0,围网
2020-10-10 04:40:00,30.435388888888887,123.94544444444443,9.6,59.0,围网
2020-10-10 04:50:00,30.446027777777783,123.96597222222222,7.5,65.0,围网
2020-10-10 05:00:00,30.454118055555554,123.98105555555556,7.85,58.5,围网
2020-10-10 05:10:00,30.46220833333333,123.9961388888889,8.2,52.0,围网
2020-10-10 05:20:00,30.47272222222222,124.01448611111111,7.975,63.0,围网
2020-10-10 05:30:00,30.48323611111111,124.03283333333333,7.75,74.0,围网
2020-10-10 05:40:00,30.48980555555556,124.06527777777778,7.3,93.0,围网
2020-10-10 05:50:00,30.49288888888889,124.08852777777776,7.5,81.0,围网
2020-10-10 06:00:00,30.496277777777767,124.11186111111112,8.6,80.0,围网
2020-10-10 06:10:00,30.4895,124.13486111111106,7.4,118.0,围网
2020-10-10 06:20:00,30.477305555555557,124.15655555555556,8.3,111.0,围网
2020-10-10 06:30:00,30.47077777777777,124.16341666666668,4.2,83.0,围网
2020-10-10 06:40:00,30.46102777777779,124.16983333333334,2.1,152.0,围网
2020-10-10 06:50:00,30.454555555555554,124.1735277777778,3.5,133.0,围网
2020-10-10 07:00:00,30.44819444444445,124.17758333333336,4.9,189.0,围网
2020-10-10 07:10:00,30.441972222222237,124.18138888888888,2.0,147.0,围网
2020-10-10 07:20:00,30.43569444444445,124.18425,2.3,155.0,围网
2020-10-10 07:30:00,30.429361111111117,124.18722222222225,4.4,179.0,围网
2020-10-10 07:40:00,30.423027777777783,124.19022222222222,2.4,120.0,围网
2020-10-10 07:50:00,30.416638888888887,124.19305555555556,3.9,172.0,围网
2020-10-10 08:00:00,30.411874999999995,124.19527777777779,3.125,153.5,围网
2020-10-10 08:10:00,30.407111111111107,124.19750000000002,2.3499999999999996,135.0,围网
2020-10-10 08:20:00,30.397805555555557,124.20158333333332,3.4,165.0,围网
2020-10-10 08:30:00,30.3915,124.20408333333334,4.1,184.0,围网
2020-10-10 08:40:00,30.38513888888889,124.20666666666666,1.5,176.0,围网
2020-10-10 08:50:00,30.378777777777767,124.20888888888894,2.0,127.0,围网
2020-10-10 09:00:00,30.37238888888889,124.21108333333332,2.6,163.0,围网
2020-10-10 09:10:00,30.365972222222236,124.21305555555556,1.5,146.0,围网
2020-10-10 09:20:00,30.359638888888888,124.21486111111106,1.3,181.0,围网
2020-10-10 09:30:00,30.35333333333333,124.21666666666668,1.9,136.0,围网
2020-10-10 09:40:00,30.346916666666665,124.21813888888887,4.2,186.0,围网
2020-10-10 09:50:00,30.34058333333333,124.2194722222222,1.9,145.0,围网
2020-10-10 10:00:00,30.333916666666664,124.21941666666666,3.2,207.0,围网
2020-10-10 10:10:00,30.32708333333333,124.21797222222224,2.5,191.0,围网
2020-10-10 10:20:00,30.320888888888888,124.21925,2.4,152.0,围网
2020-10-10 10:30:00,30.315222222222232,124.22125,2.2,92.0,围网
2020-10-10 10:40:00,30.31154166666667,124.22399537037036,1.9833333333333334,107.66666666666667,围网
2020-10-10 10:50:00,30.30786111111111,124.22674074074074,1.7666666666666666,123.33333333333333,围网
2020-10-10 11:00:00,30.304180555555547,124.2294861111111,1.5499999999999998,139.0,围网
2020-10-10 11:10:00,30.29605555555556,124.23144444444443,2.8,207.0,围网
2020-10-10 11:20:00,30.28916666666667,124.22761111111112,3.9,245.0,围网
2020-10-10 11:30:00,30.28355555555556,124.2215,2.7,211.0,围网
2020-10-10 11:40:00,30.279277777777768,124.21394444444444,2.5,233.0,围网
2020-10-10 11:50:00,30.27525,124.20655555555555,2.3,220.0,围网
2020-10-10 12:00:00,30.27052777777779,124.2002222222222,2.6,215.0,围网
2020-10-10 12:10:00,30.265888888888888,124.19408333333334,1.9,223.0,围网
2020-10-10 12:20:00,30.267138888888887,124.19333333333334,1.3,52.0,围网
2020-10-10 12:30:00,30.267805555555555,124.19180555555556,2.3,257.0,围网
2020-10-10 12:40:00,30.266805555555557,124.18758333333334,1.2,321.0,围网
2020-10-10 12:50:00,30.26629166666666,124.18237500000001,3.3499999999999996,312.0,围网
2020-10-10 13:00:00,30.265777777777767,124.17716666666666,5.5,303.0,围网
2020-10-10 13:10:00,30.276722222222237,124.17625,1.6,0.0,围网
2020-10-10 13:20:00,30.28311111111111,124.17611111111113,3.0,342.0,围网
2020-10-10 13:30:00,30.289388888888887,124.17569444444445,3.3,339.0,围网
2020-10-10 13:40:00,30.29561111111111,124.17527777777778,3.8,18.0,围网
2020-10-10 13:50:00,30.30208333333333,124.17511111111112,1.6,344.0,围网
2020-10-10 14:00:00,30.307090277777778,124.17481944444445,1.925,181.75,围网
2020-10-10 14:10:00,30.312097222222228,124.17452777777778,2.25,19.5,围网
2020-10-10 14:20:00,30.32183333333333,124.17366666666668,1.8,7.0,围网
2020-10-10 14:30:00,30.32830555555556,124.17338888888894,2.9,338.0,围网
2020-10-10 14:40:00,30.334805555555555,124.17294444444444,3.2,326.0,围网
2020-10-10 14:50:00,30.34127777777777,124.17219444444444,2.8,17.0,围网
2020-10-10 15:00:00,30.34624305555555,124.17165277777778,3.0,177.5,围网
2020-10-10 15:10:00,30.351208333333332,124.17111111111112,3.2,338.0,围网
2020-10-10 15:20:00,30.360750000000003,124.16969444444445,2.4,347.0,围网
2020-10-10 15:30:00,30.366958333333333,124.16836111111112,2.05,339.5,围网
2020-10-10 15:40:00,30.373166666666663,124.1670277777778,1.7,332.0,围网
2020-10-10 15:50:00,30.379444444444445,124.16563888888888,4.4,296.0,围网
2020-10-10 16:00:00,30.38558333333333,124.16844444444445,2.9,48.0,围网
2020-10-10 16:10:00,30.389861111111117,124.17466666666668,2.4,43.0,围网
2020-10-10 16:20:00,30.391125000000002,124.18204166666666,2.45,54.5,围网
2020-10-10 16:30:00,30.39238888888889,124.18941666666666,2.5,66.0,围网
2020-10-10 16:40:00,30.39238888888889,124.19658333333334,2.1,113.0,围网
2020-10-10 16:50:00,30.390527777777766,124.2037777777778,2.9,99.0,围网
2020-10-10 17:00:00,30.38783333333333,124.21055555555556,3.4,106.0,围网
2020-10-10 17:10:00,30.38358333333333,124.2162777777778,2.0,124.0,围网
2020-10-10 17:20:00,30.378472222222207,124.22091666666668,2.2,142.0,围网
2020-10-10 17:30:00,30.37469444444445,124.22686111111112,1.0,109.0,围网
2020-10-10 17:40:00,30.371527777777786,124.23352777777778,2.3,140.0,围网
2020-10-10 17:50:00,30.36830555555556,124.24016666666668,3.0,85.0,围网
2020-10-10 18:00:00,30.366569444444448,124.24402083333334,3.125,142.0,围网
2020-10-10 18:10:00,30.364833333333337,124.24787499999998,3.25,199.0,围网
2020-10-10 18:20:00,30.364777777777782,124.24712499999998,2.275,228.0,围网
2020-10-10 18:30:00,30.364722222222227,124.246375,1.2999999999999998,257.0,围网
2020-10-10 18:40:00,30.36269444444445,124.24519444444444,0.6,195.0,围网
2020-10-10 18:50:00,30.363861111111117,124.24669444444444,7.0,108.0,围网
2020-10-10 19:00:00,30.359861111111112,124.2575,2.2,120.0,围网
2020-10-10 19:10:00,30.35688888888889,124.26411111111106,3.1,128.0,围网
2020-10-10 19:20:00,30.35386111111111,124.27066666666668,2.8,130.0,围网
2020-10-10 19:30:00,30.350666666666665,124.27733333333332,2.7,135.0,围网
2020-10-10 19:40:00,30.347666666666665,124.284,2.7,139.0,围网
2020-10-10 19:50:00,30.344638888888888,124.29061111111112,3.0,128.0,围网
2020-10-10 20:00:00,30.34138888888889,124.297,2.7,100.0,围网
2020-10-10 20:10:00,30.339055555555554,124.30183333333333,2.8,97.0,围网
2020-10-10 20:20:00,30.336722222222214,124.30666666666667,2.9,94.0,围网
2020-10-10 20:30:00,30.332916666666662,124.31647222222222,2.2,76.0,围网
2020-10-10 20:40:00,30.32925,124.32255555555555,2.9,126.0,围网
2020-10-10 20:50:00,30.326076388888886,124.32693055555555,2.875,138.5,围网
2020-10-10 21:00:00,30.32290277777777,124.33130555555555,2.8499999999999996,151.0,围网
2020-10-10 21:10:00,30.31636111111111,124.33875,1.5,146.0,围网
2020-10-10 21:20:00,30.31163888888889,124.34355555555555,2.5,125.0,围网
2020-10-10 21:30:00,30.306555555555555,124.34788888888887,2.0,118.0,围网
2020-10-10 21:40:00,30.30327777777779,124.35391666666666,1.8,135.0,围网
2020-10-10 21:50:00,30.300472222222236,124.3599722222222,2.3,117.0,围网
2020-10-10 22:00:00,30.297583333333336,124.36577777777777,1.4,121.0,围网
2020-10-10 22:10:00,30.29391666666667,124.37116666666668,2.4,137.0,围网
2020-10-10 22:20:00,30.289388888888887,124.37580555555556,1.7,142.0,围网
2020-10-10 22:30:00,30.284388888888888,124.37988888888889,1.9,109.0,围网
2020-10-10 22:40:00,30.27922222222222,124.3835277777778,2.3,0.0,围网
2020-10-10 22:50:00,30.27372222222222,124.38658333333336,2.7,165.0,围网
2020-10-10 23:00:00,30.26805555555556,124.38919444444444,3.5,169.0,围网
2020-10-10 23:10:00,30.26219444444445,124.39136111111112,2.2,165.0,围网
2020-10-10 23:20:00,30.25644444444445,124.39313888888891,2.9,163.0,围网
2020-10-10 23:30:00,30.250138888888888,124.3935277777778,2.9,171.0,围网
2020-10-10 23:40:00,30.244083333333336,124.39311111111112,2.5,164.0,围网
2020-10-10 23:50:00,30.238000000000003,124.39122222222224,2.9,191.0,围网
2020-10-11 00:00:00,30.23981944444445,124.39073611111112,2.45,273.25,围网
2020-10-11 00:10:00,30.241638888888897,124.39025000000002,2.0,355.5,围网
2020-10-11 00:20:00,30.24138888888889,124.38711111111112,0.9,255.0,围网
2020-10-11 00:30:00,30.241,124.38475,0.9,321.0,围网
2020-10-11 00:40:00,30.23761111111111,124.39233333333334,7.3,99.0,围网
2020-10-11 00:50:00,30.22977777777777,124.41541666666669,6.5,118.0,围网
2020-10-11 01:00:00,30.221555555555558,124.43838888888894,8.1,114.0,围网
2020-10-11 01:10:00,30.21469444444445,124.462,8.8,116.0,围网
2020-10-11 01:20:00,30.20825,124.48577777777776,8.9,129.0,围网
2020-10-11 01:30:00,30.207638888888887,124.51030555555556,7.6,86.0,围网
2020-10-11 01:40:00,30.208388888888887,124.53505555555556,7.1,83.0,围网
2020-10-11 01:50:00,30.20491666666667,124.5449722222222,0.9,284.0,围网
2020-10-11 02:00:00,30.20486111111111,124.54219444444443,1.4,272.0,围网
2020-10-11 02:10:00,30.20494444444445,124.55063888888888,8.6,78.0,围网
2020-10-11 02:20:00,30.208527777777785,124.57555555555555,8.1,74.0,围网
2020-10-11 02:30:00,30.212194444444453,124.6004722222222,7.6,77.0,围网
2020-10-11 02:40:00,30.215805555555555,124.6257222222222,10.2,90.0,围网
2020-10-11 02:50:00,30.21961111111111,124.65072222222224,8.2,69.0,围网
2020-10-11 03:00:00,30.227472222222207,124.67438888888888,9.6,68.0,围网
2020-10-11 03:10:00,30.241944444444453,124.69372222222222,8.3,36.0,围网
2020-10-11 03:20:00,30.25652777777777,124.7122222222222,8.4,46.0,围网
2020-10-11 03:30:00,30.26933333333333,124.73327777777776,7.9,66.0,围网
2020-10-11 03:40:00,30.27888888888889,124.74688888888888,1.5,0.0,围网
2020-10-11 03:50:00,30.285222222222234,124.75430555555556,2.5,32.0,围网
2020-10-11 04:00:00,30.288770833333338,124.7586388888889,2.25,39.25,围网
2020-10-11 04:10:00,30.292319444444445,124.76297222222223,2.0,46.5,围网
2020-10-11 04:20:00,30.29691666666667,124.7732777777778,1.3,73.0,围网
2020-10-11 04:30:00,30.29930555555556,124.78041666666668,2.7,77.0,围网
2020-10-11 04:40:00,30.301805555555557,124.7877777777778,1.9,81.0,围网
2020-10-11 04:50:00,30.30419444444445,124.79525,1.4,49.0,围网
2020-10-11 05:00:00,30.305375000000005,124.799375,1.65,63.5,围网
2020-10-11 05:10:00,30.306555555555555,124.8035,1.9,78.0,围网
2020-10-11 05:20:00,30.309791666666666,124.81469444444444,2.9,75.5,围网
2020-10-11 05:30:00,30.31136111111111,124.82630555555556,2.5,82.0,围网
2020-10-11 05:40:00,30.31164351851852,124.83303703703704,2.5833333333333335,84.16666666666667,围网
2020-10-11 05:50:00,30.311925925925923,124.83976851851853,2.6666666666666665,86.33333333333333,围网
2020-10-11 06:00:00,30.31220833333333,124.8465,2.75,88.5,围网
2020-10-11 06:10:00,30.312527777777767,124.85819444444444,2.2,84.0,围网
2020-10-11 06:20:00,30.31391666666667,124.86602777777776,3.0,84.0,围网
2020-10-11 06:30:00,30.31580555555556,124.87366666666668,2.6,56.0,围网
2020-10-11 06:40:00,30.318666666666665,124.88086111111107,2.0,59.0,围网
2020-10-11 06:50:00,30.321388888888887,124.88791666666668,2.3,65.0,围网
2020-10-11 07:00:00,30.32266666666667,124.89566666666668,2.6,71.0,围网
2020-10-11 07:10:00,30.32275,124.90363888888888,2.7,84.0,围网
2020-10-11 07:20:00,30.322055555555558,124.91161111111111,2.4,97.0,围网
2020-10-11 07:30:00,30.32008333333333,124.91938888888888,2.8,116.0,围网
2020-10-11 07:40:00,30.315027777777782,124.9255,2.9,140.0,围网
2020-10-11 07:50:00,30.308277777777786,124.92883333333332,2.3,161.0,围网
2020-10-11 08:00:00,30.301333333333336,124.93008333333334,2.6,180.0,围网
2020-10-11 08:10:00,30.29438888888889,124.9302777777778,2.5,200.0,围网
2020-10-11 08:20:00,30.288000000000004,124.92936111111112,2.5,189.0,围网
2020-10-11 08:30:00,30.281666666666663,124.928,2.6,179.0,围网
2020-10-11 08:40:00,30.275277777777767,124.9267777777778,2.3,211.0,围网
2020-10-11 08:50:00,30.268916666666662,124.92541666666666,2.6,211.0,围网
2020-10-11 09:00:00,30.2625,124.92411111111112,3.2,162.0,围网
2020-10-11 09:10:00,30.26325000000001,124.92522222222225,1.9,25.0,围网
2020-10-11 09:20:00,30.263388888888887,124.92558333333334,1.1,201.0,围网
2020-10-11 09:30:00,30.26088888888889,124.92483333333334,2.8,189.0,围网
2020-10-11 09:40:00,30.25858333333333,124.92313888888891,0.9,168.0,围网
2020-10-11 09:50:00,30.24983333333333,124.91530555555556,2.5,206.0,围网
2020-10-11 10:00:00,30.244215277777776,124.91350000000001,2.55,191.75,围网
2020-10-11 10:10:00,30.238597222222218,124.91169444444446,2.6,177.5,围网
2020-10-11 10:20:00,30.2285,124.91194444444444,2.4,169.0,围网
2020-10-11 10:30:00,30.22351388888889,124.91286805555555,2.3,171.0,围网
2020-10-11 10:40:00,30.218527777777776,124.91379166666667,2.2,173.0,围网
2020-10-11 10:50:00,30.20863888888889,124.914,2.7,154.0,围网
2020-10-11 11:00:00,30.202055555555557,124.91302777777776,2.5,196.0,围网
2020-10-11 11:10:00,30.19619444444445,124.90791666666668,2.6,209.0,围网
2020-10-11 11:20:00,30.191277777777767,124.90216666666667,2.8,242.0,围网
2020-10-11 11:30:00,30.187,124.89588888888892,2.4,233.0,围网
2020-10-11 11:40:00,30.183194444444453,124.88933333333334,2.5,225.0,围网
2020-10-11 11:50:00,30.17958333333333,124.88280555555556,2.6,264.0,围网
2020-10-11 12:00:00,30.176222222222236,124.8763611111111,1.8,254.0,围网
2020-10-11 12:10:00,30.17555555555556,124.8684722222222,1.7,292.0,围网
2020-10-11 12:20:00,30.177111111111117,124.86077777777776,2.4,286.0,围网
2020-10-11 12:30:00,30.18036111111111,124.85411111111112,3.1,283.0,围网
2020-10-11 12:40:00,30.18408333333333,124.84763888888888,2.3,290.0,围网
2020-10-11 12:50:00,30.188527777777782,124.84194444444444,2.5,337.0,围网
2020-10-11 13:00:00,30.193666666666665,124.83708333333333,2.8,295.0,围网
2020-10-11 13:10:00,30.197520833333336,124.83327777777777,2.5,305.25,围网
2020-10-11 13:20:00,30.201375000000002,124.82947222222222,2.2,315.5,围网
2020-10-11 13:30:00,30.20872222222221,124.82191666666664,2.5,290.0,围网
2020-10-11 13:40:00,30.21388888888889,124.81680555555556,2.5,346.0,围网
2020-10-11 13:50:00,30.21894444444445,124.81158333333332,3.6,291.0,围网
2020-10-11 14:00:00,30.22297916666667,124.80758333333331,3.0250000000000004,308.25,围网
2020-10-11 14:10:00,30.22701388888889,124.80358333333331,2.45,325.5,围网
2020-10-11 14:20:00,30.234444444444453,124.79591666666668,2.0,306.0,围网
2020-10-11 14:30:00,30.239611111111117,124.79072222222224,3.4,337.0,围网
2020-10-11 14:40:00,30.24483333333333,124.78544444444444,2.0,308.0,围网
2020-10-11 14:50:00,30.250055555555555,124.78025,3.1,308.0,围网
2020-10-11 15:00:00,30.25525,124.77508333333334,2.5,3.0,围网
2020-10-11 15:10:00,30.25494444444445,124.77655555555556,2.4,99.0,围网
2020-10-11 15:20:00,30.25397222222222,124.77838888888893,3.9,259.0,围网
2020-10-11 15:30:00,30.254638888888888,124.77641666666666,0.9,328.0,围网
2020-10-11 15:40:00,30.25480555555556,124.7745277777778,0.8,0.0,围网
2020-10-11 15:50:00,30.258837962962968,124.76424537037038,1.5833333333333335,108.83333333333333,围网
2020-10-11 16:00:00,30.262870370370376,124.75396296296296,2.366666666666667,217.66666666666666,围网
2020-10-11 16:10:00,30.266902777777783,124.74368055555553,3.1500000000000004,326.5,围网
2020-10-11 16:20:00,30.279166666666665,124.74241666666668,2.1,16.0,围网
2020-10-11 16:30:00,30.28594444444445,124.7429722222222,2.4,353.0,围网
2020-10-11 16:40:00,30.292777777777783,124.7432777777778,2.2,18.0,围网
2020-10-11 16:50:00,30.29958333333333,124.74363888888888,2.3,2.0,围网
2020-10-11 17:00:00,30.30638888888889,124.74402777777776,2.7,26.0,围网
2020-10-11 17:10:00,30.31308333333333,124.74438888888888,2.8,30.0,围网
2020-10-11 17:20:00,30.319888888888887,124.74480555555556,2.2,0.0,围网
2020-10-11 17:30:00,30.324979166666665,124.74484722222223,2.125,173.0,围网
2020-10-11 17:40:00,30.330069444444447,124.74488888888891,2.05,346.0,围网
2020-10-11 17:50:00,30.33983333333333,124.74358333333332,2.4,7.0,围网
2020-10-11 18:00:00,30.34638888888889,124.74266666666668,2.3,351.0,围网
2020-10-11 18:10:00,30.353027777777783,124.7465,2.7,35.0,围网
2020-10-11 18:20:00,30.35858333333333,124.75186111111113,2.3,52.0,围网
2020-10-11 18:30:00,30.36258333333333,124.75872222222222,2.1,76.0,围网
2020-10-11 18:40:00,30.36630555555556,124.7655277777778,3.3,87.0,围网
2020-10-11 18:50:00,30.36808333333333,124.77352777777776,2.1,86.0,围网
2020-10-11 19:00:00,30.36958333333333,124.78141666666666,2.6,86.0,围网
2020-10-11 19:10:00,30.371194444444445,124.78936111111106,2.7,76.0,围网
2020-10-11 19:20:00,30.372013888888887,124.79549999999998,2.75,81.5,围网
2020-10-11 19:30:00,30.372833333333332,124.8016388888889,2.8,87.0,围网
2020-10-11 19:40:00,30.374944444444445,124.81347222222222,2.6,81.0,围网
2020-10-11 19:50:00,30.376361111111112,124.82144444444444,2.2,66.0,围网
2020-10-11 20:00:00,30.37783333333333,124.82944444444443,2.2,77.0,围网
2020-10-11 20:10:00,30.37927777777777,124.83736111111112,2.3,73.0,围网
2020-10-11 20:20:00,30.38069444444445,124.84522222222222,3.2,93.0,围网
2020-10-11 20:30:00,30.38216666666667,124.85316666666668,2.4,94.0,围网
2020-10-11 20:40:00,30.38361111111111,124.8610277777778,2.7,72.0,围网
2020-10-11 20:50:00,30.38508333333333,124.86886111111107,2.4,88.0,围网
2020-10-11 21:00:00,30.38363888888889,124.87708333333332,2.5,101.0,围网
2020-10-11 21:10:00,30.381,124.88483333333332,2.5,111.0,围网
2020-10-11 21:20:00,30.38216666666667,124.8837777777778,0.9,302.0,围网
2020-10-11 21:30:00,30.38183333333333,124.88288888888889,1.2,255.0,围网
2020-10-11 21:40:00,30.38127777777777,124.884,1.3,148.0,围网
2020-10-11 21:50:00,30.380416666666665,124.88463888888892,0.8,0.0,围网
2020-10-11 22:00:00,30.390298611111113,124.8866527777778,4.75,4.25,围网
2020-10-11 22:10:00,30.400180555555565,124.88866666666668,8.7,8.5,围网
2020-10-11 22:20:00,30.433250000000005,124.89480555555556,8.1,12.0,围网
2020-10-11 22:30:00,30.45494444444445,124.90152777777776,7.7,14.0,围网
2020-10-11 22:40:00,30.47669444444445,124.90397222222224,5.5,16.0,围网
2020-10-11 22:50:00,30.48261111111111,124.89536111111111,1.9,269.0,围网
2020-10-11 23:00:00,30.483166666666676,124.88852777777777,1.7999999999999998,283.5,围网
2020-10-11 23:10:00,30.483722222222237,124.88169444444443,1.7,298.0,围网
2020-10-11 23:20:00,30.485541666666677,124.87520833333332,1.85,291.0,围网
2020-10-11 23:30:00,30.487361111111117,124.86872222222222,2.0,284.0,围网
2020-10-11 23:40:00,30.48844444444445,124.86194444444445,1.8,297.0,围网
2020-10-11 23:50:00,30.4895,124.85569444444444,1.9,266.0,围网
2020-10-12 00:00:00,30.490305555555555,124.84916666666666,2.4,254.0,围网
2020-10-12 00:10:00,30.49133333333333,124.84255555555556,2.3,312.0,围网
2020-10-12 00:20:00,30.49216666666667,124.83566666666664,2.7,261.0,围网
2020-10-12 00:30:00,30.49297222222223,124.82891666666666,2.2,259.0,围网
2020-10-12 00:40:00,30.493972222222236,124.8219722222222,2.0,293.0,围网
2020-10-12 00:50:00,30.494861111111117,124.815,1.9,282.0,围网
2020-10-12 01:00:00,30.49586111111111,124.80791666666666,2.5,272.0,围网
2020-10-12 01:10:00,30.49677777777777,124.80083333333332,2.2,260.0,围网
2020-10-12 01:20:00,30.497777777777767,124.79363888888888,1.7,272.0,围网
2020-10-12 01:30:00,30.49861111111111,124.7865277777778,2.4,274.0,围网
2020-10-12 01:40:00,30.49955555555556,124.77936111111111,2.1,271.0,围网
